1553494287.5073862
229808879356215296|Howyu#7873|577924.0|1553408281.6482701
297971074518351872|Tropic Mango#6755|503164.0|1553475652.197005
137016970917707776|Soap#3672|483915.0|1553524706.638742
377691228977889283|ExcaliburSux#7162|470295.0|1553366404.978132
182707904367820800|Ajisoo#9487|412290.0|1553535491.5823202
219324654290993153|LuxuFate#8990|372447.0|1553449868.70093
225822313550053376|Tatrinpaha#1713|352796.0|1553532477.042469
500656746440949761|PandaDriver#1584|324632.0|1553483629.493867
191597928090042369|Excalibur I#3249|301551.0|1553415480.162718
167090536602140682|Whispyr#0001|259527.0|1553232699.028109
195755433766420480|Porolific#3003|212654.0|1553514791.663608
478247621463506944|Ale/Caitelyn#2598|188973.0|1553499234.8950348
173305839833186306|JCTron#6019|101786.0|1551127251.670041
296393346769747968|sleipnirsensen#1489|97635.0|1552849879.26229
139183403797839872|Dug (RC)#1801|97284.0|1552600335.678803
464326618844889089|Mozambican Mapping#9975|76010.0|1550164975.386328
508085868230082570|sjslapshot2#4437|47595.0|1550490730.4502232
331677911407132672|CrazyCola75#2869|42339.0|1551487765.793083
338238009835126784|Airgetlam#5440|25845.0|1551367512.106453
193550776340185088|sjslapshot#6942|25596.0|1550341009.2024179
337116959433031681|eixn#9316|20673.96949505806|1549386238.677341
417065505338163211|Yuu#6134|20460.0|1551268919.568874
236279950259257345|Kitoaka#1857|17608.0|1552697005.249047
368736203165663242|Adohiro#0166|17482.0|1553242987.302088
348051759148826625|NirvanaChaos The Phoenix God#9874|16093.0|1551446429.974616
268648024950046720|TheKiwi#7846|15008.0|1553041505.285575
363905664084344834|hordo6699#9678|12173.0|1551843453.563773
117388990729945096|Shadowhelm#3741|11494.732704162598|1549529133.7263958
538750194435489792|JapaneseBroccoli#6466|9254.0|1553242932.827905
498214130528813056|SaikoPlayer#6248|9149.0|1550647019.065334
205680187394752512|Xignotic#0001|8584.0|1550149749.892878
478700503031742466|Soul of heart#4276|7314.0|1551520196.1822588
363919124092682241|Ian#4192|6898.0|1549191964.8712618
458589610973331477|Archania#0287|5425.0|1549214978.5931861
173578370821521408|Vating#4137|5139.0|1550170114.759703
412486415545532446|Poro_Bot#2061|4624.920347929001|1549475812.626642
502461034083123230|Léuzin da Koneko#2172|4052.0|1550996769.423727
210538854543917056|ShiroiOokamiZ#8844|3991.0|1553537487.5073862
387638851327492096|Death Scythe Soul#3133|3874.0|1550312354.0096698
275795219960561664|The Uniqornaments#4703|3753.0|1550972103.0086625
374359983447343104|s h o r t#0758|2631.0|1551328526.967705
499953473714913293|SyedIbu#7344|2581.0|1550440534.626532
539804976805838871|8Ball#6134|2059.0|1549834386.845132
321138379276419083|Necroptik#5001|659.0|1553273576.749284
441201737500721162|Ari#8147|188.0|1550713568.587049
97181277655937024|Kaizme#6579|10.0|1550170125.338173
