1598943316.405036
195755433766420480|Porolific|741189|1598956772.134464|80|1
297971074518351872|Tropic Mango|690143|1598964916.405036|84|7
219324654290993153|LuxuFate|650617|1598963404.897726|33|7
241766036444151808|jef|603431|1598921619.51888|48|7
225822313550053376|Tatrinpaha|593365|1597274087.501784|4|11
138373397590704128|Cid|554112|1596911329.871325|29|1
160123508670726144|Nodnarb92|264570|1598945286.362824|45|6
176445281204699136|Jimmy Spookems|255745|1598946627.2269871|51|7
585607406143406080|heartless|178219|1594341004.8635259|1|11
192144504998854658|nolo|169975|1598518396.118698|49|8
160957900108333056|skaxophone|130939|1598757927.904644|18|5
160188501076344833|Juan Won|124529|1598960668.654342|33|8
117388990729945096|Shadowhelm|121965|1596649708.724478|33|8
182652420889903104|Mahskillz|98161|1598963864.0279381|17|8
500656746440949761|PandaDriver|89977|1595625406.725209|5|1
160125138669535232|Scooter Blevins|54183|1598419340.6536121|19|5
186208659221643264|hecc off|31923|1592835252.554346|1|11
158698012078505985|DOOM『IT』|26329|1594485158.8851142|1|9
139183403797839872|coderobbie|2465|1594432686.6237938|1|1
202184918057353216|Nobody|-900|1597924357.26111|1|5
