1557730330.916714
137016970917707776|Soap#3672|766903.0|1557755370.8047721|60.0
195755433766420480|Porolific#3003|604376.0|1557686465.766431|56.0
219324654290993153|LuxuFate#8990|518646|1557773530.916714|50.0
297971074518351872|Tropic Mango#6755|491501.0|1557741718.576339|51.0
229808879356215296|Howyu#7873|383092.0|1557719209.0798872|31.0
167090536602140682|Whispyr#0001|375534.0|1557762274.665357|44.0
182707904367820800|Ajisoo#9487|313181.0|1557730443.2668679|28.0
225822313550053376|Tatrinpaha#1713|299145.0|1557769477.334968|33.0
500656746440949761|PandaDriver#1584|210320.0|1557536247.17505|25.0
236279950259257345|Kitoaka#1857|187226.0|1557676641.532985|15.0
186208659221643264|hecc off#0997|116614.0|1557746808.954346|20.0
191597928090042369|Excalibur I#3249|109148.0|1556216216.6720169|15.0
117388990729945096|Shadowhelm#3741|66951.0|1557669943.0574|11.0
556859398870401084|alt3r_ego#3002|64371.0|1554885858.786479|7.0
478247621463506944|Ale/Caitelyn#2598|58059.0|1555239709.398011|5.0
139183403797839872|Dug (RC)#1801|56159.0|1555972548.3591008|6.0
359379352971902976|伊莱克斯#8077|55975.0|1557158438.663253|10.0
337116959433031681|eixn#9316|44849.0|1557145255.6532109|5.0
478700503031742466|Soul of heart#4276|38325.0|1557324273.301364|4.0
377691228977889283|ExcaliburSux#7162|37300.0|1556653679.355499|4.0
303732162539159552|That One Wandering Weirdo#1269|34957.0|1555183159.873657|7.0
250769290758717441|Tired#1496|20142.0|1557427841.646594|1.0
414151954814468097|not.kyle52#4387|18297.0|1556441026.464867|5.0
193550776340185088|sjslapshot#6942|15761.0|1553704958.8521228|2.0
357283390988353547|FierceDuelist#9596|14948.0|1556535972.508786|2.0
208973087587303425|ChaseCat6#7434|14738.0|1554821549.8782039|2.0
376676949017493506|ぜろさま#0162|12619.0|1555562822.372161|1.0
368736203165663242|Adohiro#0166|10124.0|1557372806.661281|1.0
194676837228609537|Yuzuru#3649|8373.0|1557732636.9052851|3.0
123460317463183363|Spooky#7783|8295.0|1556467790.216536|2.0
127897602032271360|SpeedWagon#6688|7611.0|1555303218.145343|1.0
561667595259084820|Diem#2373|5065.0|1554897277.938018|1.0
412330229592358921|BlazBlu3#7945|4084.0|1554210702.5713868|1.0
285275157289762816|Crocodile#1795|4057.0|1554259074.89444|1.0
157266402900836352|Deldanor#5798|1954.0|1554784703.213561|1.0
192144504998854658|nolo#6064|1862.0|1557770408.7022378|1.0
501877829693341696|TonyKap©#1804|1513.0|1554359449.261924|1.0
481693430003531792|Lorne#7444|1276.0|1554437299.6754298|1.0
432200517670666241|Kame#6006|1215.0|1554356632.3021572|1.0
376956494870216705|Dark Prince#0721|1198.0|1554355304.788495|1.0
552592879315451924|Dark Soul#6241|1180.0|1554357936.213792|1.0
199440376963137536|Vieewz#0504|652.0|1555499861.588114|1.0
289961499433107456|SupernaturalSam21#0021|224.0|1554355417.108117|1.0
184506545223106561|Roach#9522|123.0|1554356755.491432|1.0
555228358926008322|SimMonkay#3154|71.0|1554210773.814642|1.0
