1592629055.28249
225822313550053376|Tatrinpaha|4450649|1592613947.3159811|52|11
219324654290993153|LuxuFate|4325798|1592592892.2835588|101|11
186208659221643264|hecc off|4129323|1591843523.120619|15|11
117388990729945096|Shadowhelm|4091741|1592416190.053859|61|11
195755433766420480|Porolific|3929997|1592021160.645588|37|11
139183403797839872|coderobbie|3035998|1587546841.214188|2|11
167090536602140682|Whispyr|3000593|1591584316.927949|20|11
241766036444151808|jef|2626348|1592572164.640117|92|7
123460317463183363|Spooky|2118313|1592227844.0086038|3|11
297971074518351872|Tropic Mango|2042432|1586029548.844544|13|10
500656746440949761|PandaDriver|1580266|1592499930.15754|63|1
359528106068934677|innocentbystander|1458148|1583880118.701143|124|11
138373397590704128|Cid|1120919|1592635429.091081|42|1
191597928090042369|Excalibur I|310713|1589234758.025471|10|1
192144504998854658|nolo|212468|1592650655.28249|52|8
585607406143406080|apathy|169257|1591613565.051402|2|11
377691228977889283|ExcaliburSux|105349|1589088594.4835799|6|9
182707904367820800|Ajisoo|66177|1589598152.604484|3|5
331677911407132672|Foxa|64659|1587154700.4602098|2|5
303732162539159552|Wander the Bard|48140|1582314365.7192929|5|2
271114949445550080|Heathen|38061|1583629268.010209|1|1
368579546334625793|rdk12|8807|1588483670.035318|1|6
137016970917707776|Soap|3188|1579544735.8426812|1|8
518513003059216386|Flap|12|1588483682.9264672|1|9
158019287020208129|DontForgetPepper|0|1583109318.148261|0|11
