1560841081.52655
195755433766420480|Porolific|801600.0|1560857011.235239|101|4
219324654290993153|LuxuFate|799541|1560862681.52655|94|3
186208659221643264|hecc off|582621.0|1560844298.954858|74|1
192144504998854658|nolo|463564.0|1560832506.365827|89|8
236279950259257345|Kitoaka|336843.0|1560826924.3239|49|3
137016970917707776|Soap|231575.8136177957|1560844992.5325599|95|8
117388990729945096|Shadowhelm|226926.1262638569|1559367368.915335|19|5
182707904367820800|Ajisoo|186709.0|1560552961.534747|46|8
123460317463183363|Spooky|163224.0|1560694893.776185|16|5
297971074518351872|Tropic Mango|146991.0|1560858963.817064|86|8
377691228977889283|ExcaliburSux|116975.0|1560272600.1853461|7|7
167090536602140682|Whispyr|85431.0|1560148101.5258229|16|7
337116959433031681|eixn|65749.0|1560850341.324446|33|8
225822313550053376|Tatrinpaha|57905.0|1560753563.160361|23|8
424834313419358228|Lord of The Dead|56140.0|1560401219.6093209|16|5
500656746440949761|PandaDriver|30252.0|1560640863.386213|3|1
193550776340185088|sjslapshot|24262.597447812557|1560806815.0963252|44|8
194676837228609537|Yuzuru|21615.0|1558870321.667594|4|2
211812398187806721|Subby|16912.0|1558748971.864243|1|6
369293137580916757|warlock37|15845.0|1559373281.8807838|4|2
590385170754830346|Liquitex|12678.301239013672|1560856990.6409879|1|5
303732162539159552|That One Wandering Weirdo|8774.0|1559804953.6652942|3|2
229808879356215296|Howyu|8473.0|1558359336.942088|4|7
306798564439228426|Bork|5577.0|1558679385.913306|2|2
271125414892535808|TomTheTomato|3456.0|1560860447.045552|1|6
414151954814468097|not.kyle52|3364.0|1559003942.251127|3|5
478700503031742466|Soul of heart|1297.0|1558586125.624316|1|6
526632046689386497|PoroBot|0.0|1558575651.972377|0|7
542367537997021184|ion|0.0|1558683716.8721259|1|7
590372076406177824|ZileanMain|0.0|1560850585.6852732|0|5
359379352971902976|Mr. Nguyen|-5400.0|1559012851.655798|12|7
